ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone
6009,Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.794400215148926,120.27100372314452,64,8.0
627,Stauning Airport,Stauning,Denmark,STA,EKVJ,55.9901008605957,8.353910446166992,17,1.0
7804,Wycombe Air Park,Wycombe,United Kingdom,HYC,EGTB,51.6116981506,-0.8083329796790001,515,0.0
7610,Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT,-36.83169937133789,175.6790008544922,10,12.0
7494,Rock Hill - York County Airport,Rock Hill,United States,RKH,KUZA,34.9878006,-81.05719757,666,-5.0
1213,Almería International Airport,Almeria,Spain,LEI,LEAM,36.84389877319336,-2.3701000213623047,70,1.0
2951,Vitebsk Vostochny Airport,Vitebsk,Belarus,VTB,UMII,55.126499176025,30.349599838257,682,3.0
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8.0
7048,Volk Field,Camp Douglas,United States,VOK,KVOK,43.938999176025,-90.253402709961,912,-6.0
1422,Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,47.3105556,-2.1566667,13,1.0
2195,Salalah Airport,Salalah,Oman,SLL,OOSA,17.038700103759766,54.09130096435547,73,4.0
11277,Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL,-16.966,177.368,0,12.0
3246,Mopah Airport,Merauke,Indonesia,MKQ,WAKK,-8.52029037475586,140.41799926757812,10,9.0
2539,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,-27.134199142456,-52.656600952148,2146,-3.0
6339,Yorke Island Airport,Yorke Island,Australia,OKR,YYKI,-9.752801,143.405673,10,10.0
2852,Maturín Airport,Maturin,Venezuela,MUN,SVMT,9.75452995300293,-63.14739990234375,224,-4.0
13192,Delingha Airport,Haixi,China,HXD,ZLDL,37.125286,97.268658,9843,8.0
9824,Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ,22.75639915466309,-12.483599662780762,1129,0.0
7849,Richard Lloyd Jones Jr Airport,Tulsa,United States,RVS,KRVS,36.039600372314,-95.984596252441,638,-6.0
11863,Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965,2596,-6.0
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6.0
1512,Falcone–Borsellino Airport,Palermo,Italy,PMO,LICJ,38.175999,13.091,65,1.0
895,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW,FJDG,-7.31327,72.411102,9,6.0
13572,Baglung Airport,Baglung,Nepal,BGL,VNBL,28.212799072265625,83.66629791259766,3320,5.75
2955,Abakan Airport,Abakan,Russia,ABA,UNAA,53.7400016784668,91.38500213623048,831,7.0
6195,Vinh Airport,Vinh,Vietnam,VII,VVVH,18.7376003265,105.67099762,23,7.0
11255,Porter County Municipal Airport,Valparaiso IN,United States,VPZ,KVPZ,41.45399857,-87.00710297,770,-5.0
6481,Fullerton Municipal Airport,Fullerton,United States,FUL,KFUL,33.8720016479,-117.980003357,96,-8.0
4190,Astypalaia Airport,Astypalaia,Greece,JTY,LGPL,36.5798988342,26.3757991791,165,2.0
8244,Caçador Airport,Cacador,Brazil,CFC,SBCD,-26.78840065,-50.9398002625,3376,-3.0
8407,Handan Airport,Handan,China,HDG,ZBHD,36.5258333333,114.425555556,229,8.0
2624,Tefé Airport,Tefe,Brazil,TFF,SBTF,-3.38294005394,-64.7240982056,188,-4.0
3092,Dehradun Airport,Dehra Dun,India,DED,VIDN,30.189699,78.180298,1831,5.5
3175,Songkhla Airport,Songkhla,Thailand,SGZ,VTSH,7.186560153961182,100.60800170898438,12,7.0
5525,Nakina Airport,Nakina,Canada,YQN,CYQN,50.18280029296875,-86.69640350341797,1057,-5.0
9140,Safford Regional Airport,Safford,United States,SAD,KSAD,32.85480118,-109.6350021,3179,-7.0
8604,Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE,33.8116989136,-78.72389984130001,32,-5.0
7414,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,GSQ,HEOW,22.5856990814209,28.71660041809082,859,2.0
7371,Soure Airport,Soure,Brazil,SFK,SNSW,-0.6994310021400452,-48.52099990844727,43,-3.0
2252,Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.9861600399017327,-157.35000610351562,5,-12.0
3023,Maharana Pratap Airport,Udaipur,India,UDR,VAUD,24.6177005768,73.89610290530001,1684,5.5
3396,Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,27.98909950256348,102.18399810791016,5112,8.0
1132,Luxor International Airport,Luxor,Egypt,LXR,HELX,25.671,32.7066,294,2.0
8320,Pike County-Hatcher Field,Pikeville,United States,PVL,KPBX,37.5617981,-82.56639862,1473,-5.0
2278,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.023099899291992,121.61799621582033,52,8.0
11020,Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,-9.14355555556,147.68425,5100,10.0
386,Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985001,11.64,1601,1.0
2966,Astrakhan Airport,Astrakhan,Russia,ASF,URWA,46.2832984924,48.0063018799,-65,4.0
984,Nampula Airport,Nampula,Mozambique,APL,FQNP,-15.105600357055664,39.28179931640625,1444,2.0
11131,Banning Municipal Airport,Banning,United States,BNG,KBNG,33.9230995178,-116.850997925,2219,-8.0
10156,Yeysk Airport,Eysk,Russia,EIK,URKE,46.68,38.21,60,3.0
1536,Bolzano Airport,Bolzano,Italy,BZO,LIPB,46.460201,11.3264,789,1.0
3217,Kyaukpyu Airport,Kyaukpyu,Burma,KYP,VYKP,19.42639923095703,93.53479766845705,20,6.5
4026,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06010056,-69.09919739,56,-5.0
1133,Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,HEMM,31.3253993988,27.2217006683,94,2.0
6754,Sugraly Airport,Zarafshan,Uzbekistan,AFS,UTSN,41.61389923095703,64.23320007324219,1396,5.0
6743,Hami Airport,Hami,China,HMI,ZWHM,42.8414,93.669197,2703,8.0
2769,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.8186998367,-64.9179992676,509,-4.0
8142,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,DLS,KDLS,45.6184997559,-121.166999817,247,-8.0
536,Islay Airport,Islay,United Kingdom,ILY,EGPI,55.68190002441406,-6.256669998168945,56,0.0
1895,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,-72.194702,10,-5.0
2649,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.535200119018555,-70.1812973022461,155,-4.0
6317,Parkes Airport,Parkes,Australia,PKE,YPKS,-33.131401062,148.238998413,1069,10.0
2378,Gimpo International Airport,Seoul,South Korea,GMP,RKSS,37.5583,126.791,59,9.0
13080,Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD,KPDC,43.019298553467,-91.12370300293,661,-6.0
3689,Imperial County Airport,Imperial,United States,IPL,KIPL,32.834201812699995,-115.57900238,-54,-8.0
